,s_visi,s_cond,e_visi,e_cond
2890,10.0,Scattered Clouds,10.0,Scattered Clouds
2891,10.0,Clear,10.0,Mostly Cloudy
2892,10.0,Clear,10.0,Clear
2893,10.0,Overcast,1.8,Rain
2894,10.0,Clear,10.0,Clear
2895,6.0,Haze,6.0,Haze
2896,10.0,Clear,10.0,Clear
2897,9.0,Overcast,9.0,Overcast
2898,10.0,Clear,10.0,Clear
2899,8.0,Clear,8.0,Clear
2900,10.0,Clear,10.0,Clear
2901,10.0,Clear,10.0,Clear
2902,10.0,Overcast,10.0,Overcast
2903,10.0,Clear,10.0,Clear
2904,10.0,Clear,10.0,Clear
2905,6.0,Haze,7.0,Clear
2906,10.0,Clear,10.0,Clear
2907,10.0,Mostly Cloudy,10.0,Mostly Cloudy
2908,10.0,Clear,10.0,Clear
2909,5.0,Light Rain,5.0,Haze
2910,10.0,Clear,10.0,Clear
2911,10.0,Clear,10.0,Clear
2912,8.0,Mostly Cloudy,8.0,Mostly Cloudy
2913,10.0,Scattered Clouds,10.0,Scattered Clouds
2914,10.0,Clear,10.0,Clear
2915,10.0,Clear,10.0,Clear
2916,10.0,Mostly Cloudy,10.0,Mostly Cloudy
2917,10.0,Clear,10.0,Clear
2918,10.0,Partly Cloudy,10.0,Partly Cloudy
2919,9.0,Clear,9.0,Clear
2920,10.0,Clear,10.0,Clear
2921,10.0,Overcast,10.0,Overcast
2922,10.0,Clear,10.0,Clear
2923,10.0,Mostly Cloudy,10.0,Mostly Cloudy
2924,10.0,Overcast,10.0,Overcast
2925,10.0,Clear,10.0,Clear
2926,10.0,Clear,10.0,Clear
2927,6.0,Haze,6.0,Haze
2928,10.0,Clear,10.0,Clear
2929,10.0,Clear,10.0,Clear
2930,10.0,Clear,10.0,Clear
2931,10.0,Overcast,10.0,Overcast
2932,10.0,Overcast,10.0,Overcast
2933,7.0,Clear,7.0,Partly Cloudy
2934,10.0,Clear,10.0,Clear
2935,10.0,Mostly Cloudy,10.0,Partly Cloudy
2936,10.0,Clear,10.0,Clear
2937,2.5,Rain,3.0,Light Rain
2938,8.0,Partly Cloudy,8.0,Partly Cloudy
2939,5.0,Haze,5.0,Haze
2940,10.0,Clear,10.0,Clear
2941,10.0,Clear,10.0,Clear
2942,10.0,Clear,10.0,Clear
2943,10.0,Clear,10.0,Clear
2944,6.0,Haze,6.0,Haze
2945,10.0,Clear,10.0,Clear
2946,10.0,Mostly Cloudy,10.0,Mostly Cloudy
2947,10.0,Clear,10.0,Clear
2948,10.0,Clear,10.0,Clear
2949,10.0,Clear,10.0,Clear
2950,10.0,Clear,10.0,Clear
2951,10.0,Clear,10.0,Clear
2952,10.0,Scattered Clouds,10.0,Scattered Clouds
2953,10.0,Clear,10.0,Clear
2954,10.0,Clear,10.0,Clear
2955,10.0,Clear,10.0,Clear
2956,10.0,Overcast,10.0,Overcast
2957,10.0,Scattered Clouds,10.0,Mostly Cloudy
2958,10.0,Partly Cloudy,10.0,Partly Cloudy
2959,10.0,Partly Cloudy,10.0,Partly Cloudy
2960,10.0,Clear,10.0,Clear
2961,1.5,Heavy Rain,1.5,Heavy Rain
2962,10.0,Clear,10.0,Clear
2963,9.0,Clear,9.0,Clear
2964,10.0,Clear,10.0,Clear
2965,6.0,Haze,6.0,Haze
2966,10.0,Clear,10.0,Clear
2967,10.0,Clear,10.0,Clear
2968,10.0,Clear,10.0,Clear
2969,10.0,Clear,10.0,Clear
2970,10.0,Clear,10.0,Clear
2971,7.0,Clear,7.0,Clear
2972,10.0,Clear,10.0,Clear
2973,10.0,Mostly Cloudy,10.0,Mostly Cloudy
2974,10.0,Clear,10.0,Clear
2975,1.8,Light Rain,3.0,Light Rain
2976,10.0,Overcast,10.0,Overcast
2977,10.0,Clear,10.0,Clear
2978,10.0,Clear,10.0,Clear
2979,10.0,Clear,10.0,Clear
2980,10.0,Scattered Clouds,10.0,Partly Cloudy
2981,10.0,Overcast,10.0,Overcast
2982,10.0,Clear,10.0,Clear
2983,10.0,Clear,10.0,Clear
2984,10.0,Clear,10.0,Clear
2985,10.0,Clear,10.0,Clear
2986,10.0,Clear,10.0,Clear
2987,10.0,Clear,10.0,Clear
2988,8.0,Clear,8.0,Clear
2989,10.0,Clear,10.0,Clear
2990,10.0,Clear,10.0,Clear
2991,10.0,Clear,10.0,Clear
2992,10.0,Clear,10.0,Clear
2993,10.0,Clear,10.0,Clear
2994,10.0,Clear,10.0,Clear
2995,10.0,Clear,10.0,Clear
2996,6.0,Haze,6.0,Haze
2997,10.0,Clear,10.0,Clear
2998,10.0,Clear,10.0,Clear
2999,10.0,Scattered Clouds,10.0,Mostly Cloudy
0,9.0,Mostly Cloudy,9.0,Partly Cloudy
1,10.0,Clear,10.0,Clear
2,10.0,Mostly Cloudy,10.0,Mostly Cloudy
3,10.0,Clear,10.0,Clear
4,10.0,Overcast,10.0,Overcast
5,10.0,Clear,10.0,Clear
6,10.0,Clear,10.0,Clear
7,10.0,Overcast,10.0,Overcast
8,10.0,Clear,10.0,Clear
9,10.0,Clear,10.0,Clear
10,9.0,Overcast,9.0,Overcast
11,0.5,Heavy Rain,2.0,Light Rain
12,10.0,Clear,10.0,Clear
13,10.0,Overcast,10.0,Overcast
14,10.0,Mostly Cloudy,10.0,Clear
15,10.0,Overcast,10.0,Overcast
16,4.0,Light Rain,5.0,Light Rain
17,10.0,Clear,10.0,Clear
18,10.0,Clear,10.0,Clear
19,10.0,Clear,10.0,Clear
20,10.0,Overcast,10.0,Overcast
21,10.0,Overcast,10.0,Overcast
22,10.0,Clear,10.0,Clear
23,10.0,Clear,10.0,Clear
24,10.0,Partly Cloudy,10.0,Clear
25,10.0,Clear,10.0,Clear
26,8.0,Scattered Clouds,8.0,Scattered Clouds
27,10.0,Clear,10.0,Clear
28,10.0,Clear,10.0,Clear
29,10.0,Clear,10.0,Clear
30,5.0,Haze,10.0,Clear
31,10.0,Clear,10.0,Clear
32,8.0,Overcast,10.0,Overcast
33,10.0,Clear,10.0,Clear
34,10.0,Clear,10.0,Clear
35,4.0,Rain,4.0,Rain
36,10.0,Clear,10.0,Clear
37,7.0,Light Rain,7.0,Light Rain
38,10.0,Mostly Cloudy,10.0,Overcast
39,10.0,Overcast,10.0,Overcast
40,10.0,Overcast,10.0,Overcast
41,10.0,Overcast,10.0,Mostly Cloudy
42,10.0,Mostly Cloudy,10.0,Mostly Cloudy
43,10.0,Overcast,10.0,Overcast
44,10.0,Clear,10.0,Clear
45,10.0,Clear,10.0,Clear
46,10.0,Clear,10.0,Clear
47,7.0,Overcast,7.0,Overcast
48,10.0,Clear,10.0,Clear
49,10.0,Overcast,10.0,Mostly Cloudy
50,10.0,Clear,10.0,Clear
51,10.0,Clear,10.0,Clear
52,10.0,Mostly Cloudy,10.0,Overcast
53,10.0,Clear,10.0,Clear
54,1.2,Light Rain,0.5,Heavy Rain
55,10.0,Clear,10.0,Clear
56,10.0,Light Rain,10.0,Light Rain
57,10.0,Clear,10.0,Clear
58,10.0,Scattered Clouds,10.0,Scattered Clouds
59,10.0,Overcast,10.0,Overcast
60,10.0,Clear,10.0,Clear
61,10.0,Partly Cloudy,10.0,Partly Cloudy
62,10.0,Clear,10.0,Clear
63,10.0,Clear,10.0,Clear
64,10.0,Clear,10.0,Clear
65,10.0,Clear,10.0,Clear
66,10.0,Clear,10.0,Clear
67,10.0,Clear,10.0,Clear
68,10.0,Mostly Cloudy,10.0,Mostly Cloudy
69,9.0,Clear,9.0,Clear
70,10.0,Clear,10.0,Clear
71,10.0,Clear,10.0,Clear
72,10.0,Mostly Cloudy,10.0,Mostly Cloudy
73,10.0,Light Rain,10.0,Light Rain
74,10.0,Clear,10.0,Clear
75,10.0,Partly Cloudy,10.0,Mostly Cloudy
76,9.0,Clear,9.0,Clear
77,10.0,Light Rain,10.0,Light Rain
78,10.0,Clear,10.0,Clear
79,10.0,Clear,10.0,Clear
80,10.0,Clear,10.0,Clear
81,10.0,Scattered Clouds,10.0,Scattered Clouds
82,10.0,Clear,10.0,Clear
83,10.0,Clear,10.0,Clear
84,10.0,Clear,10.0,Clear
85,10.0,Clear,10.0,Clear
86,10.0,Clear,10.0,Clear
87,5.0,Light Rain,5.0,Light Rain
88,10.0,Overcast,10.0,Overcast
89,10.0,Clear,10.0,Clear
90,10.0,Clear,10.0,Clear
91,10.0,Overcast,10.0,Overcast
92,10.0,Clear,10.0,Clear
93,10.0,Clear,10.0,Clear
94,10.0,Partly Cloudy,10.0,Clear
95,10.0,Clear,10.0,Clear
96,10.0,Mostly Cloudy,10.0,Mostly Cloudy
97,10.0,Clear,10.0,Clear
98,10.0,Clear,10.0,Clear
99,10.0,Clear,10.0,Clear
100,2.5,Light Rain,4.0,Light Rain
101,10.0,Clear,10.0,Clear
102,10.0,Clear,10.0,Clear
103,10.0,Clear,10.0,Clear
104,5.0,Light Rain,6.0,Light Rain
105,10.0,Clear,10.0,Clear
106,10.0,Clear,10.0,Clear
107,10.0,Clear,10.0,Clear
108,8.0,Clear,8.0,Clear
109,10.0,Overcast,10.0,Overcast
110,10.0,Clear,10.0,Clear
111,10.0,Overcast,10.0,Overcast
112,10.0,Clear,10.0,Clear
113,10.0,Clear,10.0,Clear
114,10.0,Clear,10.0,Clear
115,10.0,Mostly Cloudy,10.0,Mostly Cloudy
116,10.0,Clear,10.0,Clear
117,10.0,Clear,10.0,Clear
118,10.0,Clear,10.0,Clear
119,10.0,Clear,10.0,Clear
120,10.0,Mostly Cloudy,10.0,Mostly Cloudy
121,10.0,Partly Cloudy,10.0,Mostly Cloudy
122,10.0,Clear,10.0,Clear
123,10.0,Overcast,10.0,Overcast
124,10.0,Clear,10.0,Clear
125,10.0,Overcast,10.0,Overcast
126,3.0,Light Rain,3.0,Light Rain
127,10.0,Clear,10.0,Clear
128,10.0,Clear,10.0,Clear
129,10.0,Clear,10.0,Clear
130,8.0,Clear,10.0,Clear
131,10.0,Clear,10.0,Clear
132,10.0,Clear,10.0,Clear
133,10.0,Clear,10.0,Clear
134,9.0,Overcast,9.0,Overcast
135,10.0,Overcast,10.0,Overcast
136,10.0,Partly Cloudy,10.0,Clear
137,10.0,Overcast,10.0,Overcast
138,10.0,Clear,10.0,Clear
139,10.0,Scattered Clouds,10.0,Scattered Clouds
140,10.0,Clear,10.0,Clear
141,10.0,Overcast,10.0,Overcast
142,10.0,Clear,10.0,Clear
143,10.0,Clear,10.0,Clear
144,10.0,Clear,10.0,Clear
145,10.0,Clear,10.0,Clear
146,10.0,Clear,10.0,Clear
147,10.0,Clear,10.0,Clear
148,10.0,Clear,10.0,Clear
149,2.0,Rain,2.0,Rain
150,10.0,Clear,10.0,Clear
151,10.0,Partly Cloudy,10.0,Partly Cloudy
152,10.0,Clear,10.0,Clear
153,10.0,Clear,10.0,Clear
154,10.0,Clear,10.0,Clear
155,10.0,Overcast,10.0,Overcast
156,10.0,Overcast,10.0,Overcast
157,10.0,Clear,10.0,Clear
158,10.0,Clear,10.0,Clear
159,10.0,Clear,5.0,Haze
160,10.0,Clear,10.0,Clear
161,10.0,Clear,10.0,Clear
162,10.0,Clear,10.0,Clear
163,10.0,Mostly Cloudy,10.0,Mostly Cloudy
164,10.0,Clear,10.0,Clear
165,10.0,Overcast,10.0,Mostly Cloudy
166,10.0,Clear,10.0,Clear
167,10.0,Overcast,10.0,Overcast
168,10.0,Clear,10.0,Clear
169,10.0,Clear,10.0,Clear
170,8.0,Light Rain,8.0,Light Rain
171,10.0,Mostly Cloudy,10.0,Mostly Cloudy
172,10.0,Clear,10.0,Clear
173,10.0,Clear,10.0,Clear
174,10.0,Clear,10.0,Clear
175,9.0,Partly Cloudy,9.0,Partly Cloudy
176,10.0,Clear,10.0,Clear
177,10.0,Clear,10.0,Clear
178,10.0,Clear,10.0,Clear
179,10.0,Clear,10.0,Clear
180,10.0,Clear,10.0,Clear
181,10.0,Clear,10.0,Scattered Clouds
182,10.0,Clear,10.0,Clear
183,10.0,Overcast,10.0,Overcast
184,10.0,Overcast,10.0,Overcast
185,10.0,Clear,10.0,Clear
186,10.0,Clear,10.0,Clear
187,10.0,Overcast,10.0,Overcast
188,10.0,Clear,10.0,Clear
189,10.0,Clear,10.0,Clear
190,10.0,Clear,10.0,Clear
191,10.0,Clear,10.0,Overcast
192,10.0,Clear,10.0,Clear
193,10.0,Clear,10.0,Clear
194,10.0,Clear,10.0,Clear
195,10.0,Clear,10.0,Clear
196,10.0,Clear,10.0,Clear
197,10.0,Clear,10.0,Clear
198,10.0,Clear,10.0,Clear
199,10.0,Clear,10.0,Clear
200,10.0,Clear,10.0,Clear
201,10.0,Clear,10.0,Clear
202,10.0,Clear,10.0,Clear
203,8.0,Clear,9.0,Clear
204,10.0,Clear,10.0,Clear
205,10.0,Overcast,10.0,Overcast
206,10.0,Clear,10.0,Clear
207,10.0,Clear,10.0,Clear
208,10.0,Clear,10.0,Clear
209,10.0,Clear,10.0,Clear
210,10.0,Clear,10.0,Clear
211,10.0,Clear,10.0,Clear
212,10.0,Overcast,10.0,Overcast
213,7.0,Light Rain,7.0,Light Rain
214,10.0,Partly Cloudy,10.0,Clear
215,10.0,Mostly Cloudy,10.0,Mostly Cloudy
216,10.0,Overcast,10.0,Mostly Cloudy
217,1.8,Light Rain,2.5,Light Rain
218,10.0,Clear,10.0,Clear
219,10.0,Clear,10.0,Clear
220,10.0,Partly Cloudy,10.0,Partly Cloudy
221,10.0,Clear,10.0,Clear
222,10.0,Overcast,10.0,Overcast
223,10.0,Clear,10.0,Clear
224,10.0,Clear,10.0,Clear
225,10.0,Clear,10.0,Clear
226,10.0,Clear,10.0,Clear
227,10.0,Overcast,10.0,Overcast
228,10.0,Clear,10.0,Clear
229,10.0,Partly Cloudy,10.0,Partly Cloudy
230,10.0,Clear,10.0,Clear
231,10.0,Clear,10.0,Clear
232,10.0,Clear,10.0,Clear
233,10.0,Clear,10.0,Clear
234,2.0,Light Rain,5.0,Overcast
235,10.0,Clear,10.0,Clear
236,10.0,Clear,10.0,Clear
237,10.0,Clear,10.0,Clear
238,10.0,Clear,10.0,Partly Cloudy
239,10.0,Clear,10.0,Clear
240,9.0,Clear,9.0,Clear
241,10.0,Clear,10.0,Clear
242,10.0,Overcast,10.0,Scattered Clouds
243,10.0,Clear,10.0,Clear
244,10.0,Mostly Cloudy,10.0,Mostly Cloudy
245,10.0,Overcast,10.0,Overcast
246,10.0,Clear,10.0,Clear
247,10.0,Clear,10.0,Clear
248,10.0,Clear,10.0,Clear
249,10.0,Clear,10.0,Clear
250,10.0,Overcast,10.0,Overcast
251,10.0,Clear,10.0,Clear
252,10.0,Clear,10.0,Clear
253,6.0,Light Rain,6.0,Light Rain
254,10.0,Clear,10.0,Clear
255,10.0,Clear,10.0,Clear
256,10.0,Clear,10.0,Clear
257,10.0,Clear,10.0,Clear
258,10.0,Clear,10.0,Clear
259,10.0,Clear,10.0,Clear
260,10.0,Mostly Cloudy,10.0,Mostly Cloudy
261,10.0,Clear,10.0,Clear
262,10.0,Clear,10.0,Clear
263,10.0,Clear,10.0,Clear
264,9.0,Clear,9.0,Clear
265,9.0,Mostly Cloudy,9.0,Mostly Cloudy
266,10.0,Mostly Cloudy,10.0,Mostly Cloudy
267,10.0,Clear,10.0,Clear
268,9.0,Partly Cloudy,7.0,Mostly Cloudy
269,10.0,Overcast,4.0,Light Rain
270,10.0,Clear,10.0,Clear
271,10.0,Clear,10.0,Mostly Cloudy
272,10.0,Clear,10.0,Clear
273,10.0,Mostly Cloudy,10.0,Mostly Cloudy
274,9.0,Clear,10.0,Clear
275,10.0,Mostly Cloudy,10.0,Mostly Cloudy
276,10.0,Clear,10.0,Scattered Clouds
277,10.0,Clear,10.0,Clear
278,10.0,Overcast,10.0,Overcast
279,10.0,Clear,10.0,Clear
280,10.0,Clear,10.0,Clear
281,10.0,Clear,10.0,Clear
282,10.0,Overcast,10.0,Overcast
283,3.0,Light Rain,3.0,Light Rain
284,10.0,Clear,10.0,Clear
285,10.0,Clear,10.0,Clear
286,10.0,Scattered Clouds,10.0,Clear
287,10.0,Clear,10.0,Clear
288,10.0,Clear,10.0,Clear
289,10.0,Mostly Cloudy,10.0,Mostly Cloudy
290,10.0,Clear,10.0,Clear
291,10.0,Overcast,10.0,Overcast
292,10.0,Clear,10.0,Clear
293,10.0,Clear,10.0,Clear
294,10.0,Clear,10.0,Clear
295,10.0,Clear,10.0,Clear
296,10.0,Clear,10.0,Clear
297,10.0,Clear,10.0,Clear
298,10.0,Clear,10.0,Clear
299,10.0,Clear,10.0,Clear
300,10.0,Clear,10.0,Clear
301,10.0,Partly Cloudy,10.0,Partly Cloudy
302,10.0,Clear,10.0,Clear
303,10.0,Clear,10.0,Clear
304,10.0,Mostly Cloudy,10.0,Mostly Cloudy
305,10.0,Overcast,10.0,Overcast
306,10.0,Clear,10.0,Clear
307,8.0,Clear,10.0,Clear
308,10.0,Clear,10.0,Clear
309,10.0,Clear,10.0,Clear
310,10.0,Partly Cloudy,10.0,Partly Cloudy
311,10.0,Clear,10.0,Clear
312,10.0,Mostly Cloudy,10.0,Mostly Cloudy
313,10.0,Overcast,10.0,Overcast
314,9.0,Partly Cloudy,9.0,Partly Cloudy
315,10.0,Clear,10.0,Clear
316,10.0,Clear,10.0,Clear
317,10.0,Scattered Clouds,10.0,Scattered Clouds
318,10.0,Clear,10.0,Clear
319,5.0,Light Rain,2.5,Rain
320,10.0,Overcast,10.0,Overcast
321,10.0,Clear,10.0,Clear
322,10.0,Overcast,10.0,Overcast
323,10.0,Clear,10.0,Clear
324,10.0,Clear,10.0,Clear
325,10.0,Overcast,10.0,Overcast
326,10.0,Clear,10.0,Clear
327,10.0,Clear,10.0,Clear
328,10.0,Clear,10.0,Clear
329,10.0,Clear,10.0,Clear
330,10.0,Clear,10.0,Clear
331,10.0,Clear,10.0,Clear
332,10.0,Clear,10.0,Clear
333,10.0,Clear,10.0,Clear
334,9.0,Light Rain,9.0,Light Rain
335,10.0,Clear,10.0,Clear
336,10.0,Clear,10.0,Clear
337,10.0,Clear,10.0,Clear
338,10.0,Overcast,7.0,Light Rain
339,10.0,Clear,10.0,Clear
340,10.0,Clear,10.0,Clear
341,10.0,Overcast,10.0,Overcast
342,10.0,Clear,10.0,Clear
343,10.0,Clear,10.0,Clear
344,10.0,Clear,10.0,Clear
345,10.0,Clear,10.0,Clear
346,10.0,Clear,10.0,Clear
347,10.0,Clear,10.0,Clear
348,10.0,Clear,10.0,Clear
349,10.0,Partly Cloudy,10.0,Partly Cloudy
350,10.0,Clear,10.0,Clear
351,2.0,Light Rain,2.0,Light Rain
352,10.0,Overcast,10.0,Overcast
353,10.0,Clear,10.0,Clear
354,10.0,Overcast,10.0,Overcast
355,10.0,Clear,10.0,Clear
356,10.0,Overcast,10.0,Overcast
357,10.0,Clear,10.0,Clear
358,10.0,Clear,10.0,Clear
359,10.0,Clear,10.0,Clear
360,10.0,Clear,10.0,Clear
361,10.0,Scattered Clouds,10.0,Clear
362,8.0,Light Rain,8.0,Light Rain
363,10.0,Clear,10.0,Clear
364,10.0,Clear,10.0,Clear
365,10.0,Partly Cloudy,10.0,Partly Cloudy
366,10.0,Clear,10.0,Clear
367,10.0,Clear,10.0,Clear
368,10.0,Partly Cloudy,10.0,Partly Cloudy
369,10.0,Clear,10.0,Clear
370,10.0,Clear,10.0,Scattered Clouds
371,10.0,Clear,10.0,Clear
372,10.0,Overcast,10.0,Overcast
373,10.0,Clear,10.0,Clear
374,10.0,Clear,10.0,Clear
375,10.0,Clear,10.0,Clear
376,10.0,Clear,10.0,Clear
377,10.0,Clear,10.0,Clear
378,10.0,Clear,10.0,Clear
379,10.0,Overcast,10.0,Overcast
380,8.0,Light Rain,8.0,Light Rain
381,10.0,Clear,10.0,Clear
382,10.0,Overcast,10.0,Overcast
383,10.0,Overcast,10.0,Overcast
384,10.0,Clear,10.0,Clear
385,10.0,Clear,10.0,Clear
386,10.0,Clear,10.0,Clear
387,10.0,Clear,10.0,Clear
388,5.0,Light Rain,5.0,Light Rain
389,10.0,Clear,10.0,Clear
390,10.0,Clear,10.0,Clear
391,10.0,Partly Cloudy,10.0,Mostly Cloudy
392,10.0,Clear,10.0,Clear
393,9.0,Clear,10.0,Clear
394,10.0,Clear,10.0,Clear
395,10.0,Clear,10.0,Clear
396,10.0,Partly Cloudy,10.0,Partly Cloudy
397,10.0,Overcast,10.0,Mostly Cloudy
398,10.0,Overcast,10.0,Overcast
399,10.0,Clear,10.0,Clear
400,10.0,Clear,10.0,Clear
401,10.0,Overcast,10.0,Overcast
402,10.0,Overcast,10.0,Overcast
403,10.0,Clear,10.0,Clear
404,10.0,Clear,10.0,Clear
405,10.0,Clear,10.0,Clear
406,8.0,Clear,8.0,Clear
407,10.0,Clear,10.0,Clear
408,10.0,Clear,10.0,Clear
409,10.0,Overcast,10.0,Overcast
410,10.0,Clear,10.0,Clear
411,10.0,Clear,10.0,Clear
412,10.0,Clear,10.0,Clear
413,10.0,Clear,10.0,Clear
414,10.0,Clear,10.0,Scattered Clouds
415,10.0,Mostly Cloudy,10.0,Mostly Cloudy
416,10.0,Clear,10.0,Clear
417,10.0,Clear,10.0,Clear
418,10.0,Clear,10.0,Overcast
419,10.0,Clear,10.0,Clear
420,10.0,Clear,10.0,Clear
421,10.0,Clear,10.0,Clear
422,10.0,Mostly Cloudy,10.0,Overcast
423,10.0,Clear,10.0,Clear
424,10.0,Scattered Clouds,10.0,Scattered Clouds
425,10.0,Clear,10.0,Clear
426,10.0,Clear,10.0,Clear
427,10.0,Clear,10.0,Clear
428,10.0,Clear,10.0,Clear
429,10.0,Clear,10.0,Clear
430,6.0,Light Rain,6.0,Light Rain
431,10.0,Clear,10.0,Clear
432,10.0,Clear,10.0,Clear
433,10.0,Clear,10.0,Clear
434,2.5,Light Rain,2.5,Light Rain
435,10.0,Clear,10.0,Clear
436,10.0,Mostly Cloudy,9.0,Light Rain
437,10.0,Clear,10.0,Clear
438,10.0,Clear,10.0,Clear
439,10.0,Mostly Cloudy,10.0,Mostly Cloudy
440,10.0,Clear,10.0,Clear
441,10.0,Clear,10.0,Clear
442,3.0,Light Rain,3.0,Light Rain
443,10.0,Clear,10.0,Clear
444,10.0,Clear,10.0,Clear
445,10.0,Clear,10.0,Clear
446,10.0,Overcast,10.0,Overcast
447,10.0,Scattered Clouds,10.0,Scattered Clouds
448,10.0,Clear,10.0,Clear
449,10.0,Clear,10.0,Clear
450,10.0,Overcast,10.0,Overcast
451,10.0,Clear,10.0,Clear
452,10.0,Mostly Cloudy,10.0,Mostly Cloudy
453,10.0,Overcast,10.0,Mostly Cloudy
454,5.0,Light Rain,10.0,Overcast
455,10.0,Mostly Cloudy,10.0,Mostly Cloudy
456,10.0,Clear,10.0,Clear
457,10.0,Scattered Clouds,10.0,Scattered Clouds
458,10.0,Overcast,10.0,Overcast
459,10.0,Clear,10.0,Clear
460,10.0,Clear,10.0,Overcast
461,10.0,Clear,10.0,Clear
462,10.0,Mostly Cloudy,10.0,Mostly Cloudy
463,10.0,Overcast,10.0,Overcast
464,10.0,Clear,10.0,Clear
465,10.0,Clear,10.0,Clear
466,10.0,Clear,10.0,Clear
467,10.0,Clear,10.0,Clear
468,10.0,Clear,10.0,Clear
469,10.0,Partly Cloudy,10.0,Partly Cloudy
470,10.0,Clear,10.0,Clear
471,10.0,Clear,10.0,Clear
472,10.0,Clear,10.0,Clear
473,10.0,Clear,10.0,Clear
474,3.0,Light Rain,3.0,Light Rain
475,10.0,Mostly Cloudy,10.0,Clear
476,10.0,Overcast,10.0,Light Rain
477,10.0,Partly Cloudy,10.0,Partly Cloudy
478,10.0,Scattered Clouds,10.0,Scattered Clouds
479,10.0,Clear,10.0,Clear
480,5.0,Overcast,5.0,Overcast
481,10.0,Clear,10.0,Clear
482,10.0,Clear,10.0,Clear
483,10.0,Clear,10.0,Clear
484,10.0,Clear,10.0,Clear
485,10.0,Scattered Clouds,10.0,Scattered Clouds
486,10.0,Overcast,10.0,Overcast
487,10.0,Clear,10.0,Clear
488,10.0,Scattered Clouds,10.0,Scattered Clouds
489,10.0,Clear,10.0,Clear
490,10.0,Overcast,10.0,Overcast
491,10.0,Clear,10.0,Clear
492,10.0,Clear,10.0,Clear
493,10.0,Clear,10.0,Clear
494,2.5,Rain,2.5,Rain
495,10.0,Clear,10.0,Clear
496,10.0,Clear,10.0,Clear
497,10.0,Clear,10.0,Clear
498,3.0,Rain,2.0,Rain
499,10.0,Clear,10.0,Clear
500,8.0,Light Rain,8.0,Light Rain
501,10.0,Clear,10.0,Clear
502,10.0,Clear,10.0,Scattered Clouds
503,10.0,Mostly Cloudy,10.0,Mostly Cloudy
504,10.0,Clear,10.0,Clear
505,10.0,Overcast,10.0,Overcast
506,2.5,Rain,2.5,Rain
507,10.0,Clear,10.0,Clear
508,4.0,Light Rain,10.0,Overcast
509,10.0,Clear,10.0,Clear
510,10.0,Overcast,10.0,Overcast
511,9.0,Clear,9.0,Clear
512,10.0,Clear,10.0,Clear
513,10.0,Overcast,10.0,Scattered Clouds
514,10.0,Clear,10.0,Clear
515,9.0,Light Rain,9.0,Light Rain
516,10.0,Clear,10.0,Clear
517,10.0,Overcast,10.0,Overcast
518,8.0,Clear,8.0,Clear
519,10.0,Clear,10.0,Clear
520,10.0,Mostly Cloudy,10.0,Mostly Cloudy
521,10.0,Overcast,10.0,Overcast
522,10.0,Clear,10.0,Clear
523,10.0,Clear,10.0,Clear
524,10.0,Clear,10.0,Clear
525,10.0,Partly Cloudy,10.0,Partly Cloudy
526,10.0,Clear,10.0,Clear
527,10.0,Clear,10.0,Clear
528,10.0,Partly Cloudy,10.0,Partly Cloudy
529,10.0,Overcast,10.0,Overcast
530,10.0,Clear,10.0,Clear
531,8.0,Overcast,8.0,Overcast
532,10.0,Clear,10.0,Clear
533,10.0,Partly Cloudy,10.0,Partly Cloudy
534,10.0,Clear,10.0,Clear
535,10.0,Clear,10.0,Clear
536,10.0,Clear,10.0,Clear
537,10.0,Overcast,10.0,Overcast
538,10.0,Clear,10.0,Clear
539,10.0,Clear,10.0,Clear
540,10.0,Partly Cloudy,10.0,Partly Cloudy
541,10.0,Clear,10.0,Clear
542,10.0,Clear,10.0,Clear
543,10.0,Clear,10.0,Clear
544,10.0,Clear,10.0,Clear
545,10.0,Clear,10.0,Clear
546,4.0,Rain,5.0,Light Rain
547,3.0,Light Rain,3.0,Light Rain
548,10.0,Mostly Cloudy,10.0,Mostly Cloudy
549,10.0,Mostly Cloudy,10.0,Mostly Cloudy
550,10.0,Mostly Cloudy,10.0,Mostly Cloudy
551,10.0,Overcast,10.0,Overcast
552,10.0,Clear,10.0,Clear
553,9.0,Mostly Cloudy,10.0,Partly Cloudy
554,1.8,Light Rain,4.0,Light Rain
555,6.0,Light Rain,6.0,Light Rain
556,10.0,Overcast,10.0,Overcast
557,10.0,Overcast,10.0,Overcast
558,10.0,Clear,10.0,Clear
559,10.0,Clear,10.0,Clear
560,2.5,Light Rain,10.0,Clear
561,10.0,Clear,10.0,Clear
562,10.0,Mostly Cloudy,10.0,Mostly Cloudy
563,10.0,Clear,10.0,Clear
564,10.0,Clear,10.0,Clear
565,10.0,Overcast,10.0,Overcast
566,8.0,Light Rain,9.0,Light Rain
567,10.0,Clear,10.0,Clear
568,10.0,Mostly Cloudy,10.0,Mostly Cloudy
569,10.0,Clear,10.0,Clear
570,10.0,Clear,10.0,Clear
571,10.0,Clear,10.0,Clear
572,9.0,Overcast,5.0,Light Rain
573,10.0,Clear,10.0,Clear
574,10.0,Partly Cloudy,10.0,Partly Cloudy
575,10.0,Clear,10.0,Clear
576,10.0,Mostly Cloudy,10.0,Clear
577,10.0,Clear,10.0,Clear
578,10.0,Clear,10.0,Clear
